material,acido_ascorbico,agua_desionizada,amoniaco_25,aq_save,arianor_cherry_red_vibracolor_ruby_red,astrophos_hc2,azul_ultramar_b_6554,chematek_code_00302_jacorol_ahp,cire_de_lanol_sinnowax_ao,colorante_2a3hp,genencare_osms_ba_betafin_bp,h.c._yellow_2,h.c._yellow_4,jarocol_mbb,lowacryl_orange_31,merquat_280_safiquat_22,monoetanolamina_99__purete,nafol_16_18_lanette_o,perfume_bamboo_lotus_flower_2048692,perfume_xanadu,propilenglicol,rodol_24dape_chematek_00326,rodol_2_mr_chematek_code_00102,rodol_6amc_chematek_00269,rodol_6cp_chematek_00235,rodol_9r,rodol_blfx_bondecolor_blfx,rodol_eg_jarocol_map,rodol_ern_colorex_1_nap,rodol_gray_hed__jarocol_bhp,rodol_p_base_ot,rodol_paoc_chematek_00216,rodol_paox_colorex_paox,rodol_pmp_jarocol_pmp,rodol_rs_jarocol_rl,rodol_xdat,sodio_sulfito_anhidro,structure_zea_starch,transcutol_cg,utmf_ceramide_iii_silicon_free
626955,4.0,556.138,71.862,1,0.0,30,0.0,15.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,1.7,0.0,0.0,0.0,0.0,0.0,5.2,1.4,0.0,0.0,1.2,0.0,0.0,0.0,0,9.5,30,15,0.0
626995,4.0,549.438,71.862,1,0.0,30,0.0,15.0,190,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,3.6,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.5,30,15,0.0
627005,4.0,592.238,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.2,6.0,0.0,0.0,0.0,9.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,10.0,30,15,0.0
627065,4.0,583.388,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.3,5.9,0.0,0.0,0.0,7.0,1.35,0.0,0.0,2.2,0.0,0.0,1.0,0.0,0,9.0,30,15,0.0
627085,4.0,536.588,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.3,8.0,0.0,0.0,0.0,12.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,10.0,30,15,0.0
627125,4.0,603.627,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.711,0.0,0.0,0.0,3.73,0.64,0.0,4.89,0.0,0.106,0.0,0.0,2.934,0,7.5,30,30,0.0
627135,4.0,626.458,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,2.4,0.08,0.24,2.2,0.36,0.0,0.0,0.0,3.4,0,5.0,30,15,0.0
627175,4.0,618.723,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,2.225,0.69,0.0,5.0,0.75,0.0,0.0,0.0,5.25,0,7.5,30,15,0.0
627305,4.0,605.838,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,2.4,0.0,0.0,0.0,2.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0,7.0,30,30,0.0
627325,4.0,605.738,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,3.1,0.0,0.0,0.0,4.0,1.0,0.0,1.0,5.0,0.3,0.0,0.0,0.0,0,5.0,30,30,0.0
627335,4.0,627.638,75.862,0,0.0,0,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,0,0.0,0,0.0,2.5,0.0,0.0,0.5,2.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0,4.0,30,15,0.0
627345,4.0,611.138,75.862,0,0.0,0,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,0,0.0,0,0.0,2.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,7.5,0.5,0.0,0.0,0.0,0,5.0,30,30,0.0
627365,4.0,605.938,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,2.1,0.0,0.0,0.0,6.5,0.0,0.0,0.0,5.0,0.6,0.0,0.0,0.0,0,5.0,30,30,0.0
627435,4.0,613.638,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.5,0.0,0.0,10.0,0,6.0,30,15,0.0
627445,4.0,617.408,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.63,0.7,0.0,0.0,4.2,4.2,0.0,0.0,0.0,0,8.0,30,15,0.0
627455,4.0,596.968,71.862,1,0.0,30,0.0,6.9,140,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,7.8,10.0,0.0,0.0,0.0,0,7.5,30,15,0.0
627465,4.0,600.338,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.8,0.0,1.5,1.5,3.3,0.0,0.0,0.0,6.2,0.0,0.0,0.5,0.0,0,5.0,30,15,0.0
627485,4.0,606.468,75.862,0,0.0,0,0.0,6.9,140,0,0,0.0,0.0,0.0,0.0,25,0,25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,7.8,10.0,0.0,0.0,0.0,0,7.5,30,15,0.0
627495,4.0,560.188,75.862,0,0.0,0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,0,0.0,0,0.0,0.45,0.0,0.9,3.0,0.0,0.0,0.0,0.0,7.2,3.1,5.8,4.0,0.0,0,10.0,30,15,0.0
627505,4.0,576.638,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,2.0,0.5,0.0,0,10.0,20,15,0.0
627595,4.0,567.138,75.862,0,0.0,0,0.0,11.0,180,0,0,0.0,0.0,0.0,0.0,25,0,20,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,12.5,0.0,0.0,0.0,0,10.0,30,15,0.0
627605,4.0,597.238,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,3.85,0.0,0.0,0.2,7.0,1.35,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0,7.5,30,15,0.0
627615,4.0,505.238,71.362,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,7.3,0.0,0.0,0.0,12.0,1.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0,7.5,30,50,0.0
627645,4.0,625.758,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.5,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.88,0,5.0,30,15,0.0
627655,4.0,579.338,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,5.6,0.0,0.0,0.0,5.0,4.2,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0,10.0,30,15,0.0
627665,4.0,495.138,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,12.5,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,30,50,0.0
628005,4.0,621.038,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.1,4.7,0.0,0.0,0.0,4.8,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0,7.0,30,15,0.0
628065,2.0,613.188,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.2,3.8,0.0,0.0,0.0,4.2,0.25,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0,8.0,30,15,0.0
628085,4.0,579.478,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.25,4.7,0.0,0.0,0.0,5.6,0.31,0.0,0.0,1.8,0.0,0.0,1.0,0.0,0,7.0,30,15,0.0
628125,4.0,600.148,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.22,0.0,0.0,0.0,2.66,0.46,0.0,3.48,0.0,0.08,0.0,0.0,2.09,0,5.0,30,30,0.0
628135,4.0,617.438,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.22,1.4,0.54,0.0,0.0,0.0,3.4,0,5.5,30,15,0.0
628175,4.0,613.258,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.95,0.58,0.0,4.25,0.64,0.0,0.0,0.0,4.46,0,5.0,30,15,0.0
628205,4.0,646.318,75.862,0,0.0,0,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.4,0.0,0.12,0.0,0.0,0.0,1.0,0,5.0,30,15,0.0
628305,4.0,618.338,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2,0,5.0,30,15,0.0
628345,4.0,620.638,71.862,1,0.0,30,0.0,0.0,140,1,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,6.0,0.0,0.0,0.5,3.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0,5.0,30,15,0.0
628405,4.0,623.368,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.1,0.0,0.0,0.0,1.1,0.5,0.0,0.0,4.8,2.1,0.0,0.0,1.17,0,6.0,30,15,0.0
628445,4.0,605.358,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.68,0.7,0.0,0.0,8.2,4.2,0.0,0.0,0.0,0,6.0,30,15,0.0
628495,4.0,570.638,75.862,0,0.0,0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,25,0,0.0,0,0.0,0.3,0.0,0.7,3.0,0.0,0.0,0.0,0.0,5.0,2.4,4.6,3.0,0.0,0,10.0,30,15,0.0
628605,4.0,613.538,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.1,0.0,0.0,0.16,4.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,2.4,0,7.5,30,15,0.0
628645,4.0,611.238,71.862,1,0.0,30,0.0,0.0,150,1,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,3.5,0.0,0.0,0.0,5.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.0,0,7.0,30,15,0.0
628815,3.0,528.232,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,0.0,1.6,0.24,0.0,0.0,0.0,1.7,0,4.0,30,15,1.0
628825,2.0,533.572,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.29,0.0,0.4,0.0,0.0,0.0,0,3.0,30,15,1.0
628835,3.0,530.302,100.448,1,0.0,0,0.0,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,1.3,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0,0.0,30,15,5.0
629005,4.0,646.242,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,2.75,0.0,0.0,0.5,0.75,0.0,0.0,0.0,1.5,0,2.0,30,15,0.0
629065,1.5,615.642,82.758,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,2.1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
629085,2.5,600.292,78.758,1,0.0,30,0.0,0.0,120,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,1.43,0.92,0.0,0.0,0.0,2.7,0,4.0,30,15,0.0
629215,4.0,613.322,78.758,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.73,0.0,0.0,0.0,1.59,0.27,0.0,1.0,0.0,0.08,0.0,0.0,1.25,0,0.0,30,30,0.0
629225,3.0,650.29,78.76,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,1.6,0.2,0.5,0.0,0.15,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
629305,4.0,647.162,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.1,1.4,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.18,0,0.0,30,15,0.0
629325,3.0,628.817,78.758,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.25,0.0,0.0,0.0,0.9,0.375,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
629335,2.5,640.642,82.758,0,0.0,0,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,10,0,0.0,0,0.0,2.5,0.0,0.0,0.3,1.4,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
629345,3.5,652.742,82.758,0,0.0,0,0.0,0.0,140,0,0,0.0,0.3,0.0,0.0,25,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.2,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
629605,2.0,639.342,78.758,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,2.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0,1.0,30,15,0.0
629635,2.0,654.242,82.758,0,0.0,0,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,0,0.0,0,0.0,2.6,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
629805,1.0,653.712,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.33,0.0,0.0,0.0,1.0,0,0.0,30,15,0.0
629825,3.0,650.292,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,1.6,0.2,0.5,0.0,0.15,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
629835,4.0,651.332,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.36,0.3,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0,0.0,30,15,0.0
629845,2.0,649.492,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.38,1.58,0.79,0.0,0.0,0,0.0,30,15,0.0
629865,2.0,642.742,82.758,0,0.0,0,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.47,0.2,0.0,0.955,0.0,0.075,0.0,0.0,4.3,0,0.0,30,15,0.0
629875,2.0,601.777,78.758,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.89,0.0,0.075,0.0,0.0,4.3,0,1.0,30,30,0.0
629905,1.0,540.052,100.448,0,0.0,0,0.0,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,15,1.0
629915,3.0,528.232,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,0.0,1.6,0.24,0.0,0.0,0.0,1.7,0,4.0,30,15,1.0
629925,1.5,535.082,100.448,1,0.0,0,0.35,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.21,0.0,0.21,0.0,0.0,0.1,0,2.5,30,15,1.0
629935,10.0,549.052,100.448,1,0.0,0,0.0,0.0,140,0,40,0.0,0.1,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.26,0.32,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0,0.0,30,15,1.0
629945,2.5,652.102,82.758,0,0.0,0,0.0,0.0,120,0,0,0.0,0.0,0.0,0.0,25,0,25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.45,0.42,0.0,0.85,0.0,0.0,0.0,0,0.0,30,15,0.0
629955,1.0,596.043,124.137,0,0.0,0,0.3,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,10,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,0.0,1.6,0.24,0.0,0.0,0.0,1.7,0,2.0,30,15,1.8
629965,1.0,599.383,124.137,0,0.0,0,0.3,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,10,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.29,0.0,0.4,0.0,0.0,0.0,0,2.0,30,15,1.8
629975,1.0,597.13,129.31,0,0.0,0,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,10,0,12.5,0,0.0,0.0,0.0,0.0,0.1,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,15,1.8
629985,2.5,635.342,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,1.2,0.2,0.0,0.2,0.15,0.15,0.0,0.0,0.0,0,1.0,30,30,0.0
629995,1.0,673.138,71.862,1,0.0,30,0.0,0.0,130,0,0,0.0,0.0,0.0,0.0,25,0,10,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20,15,0.0
